name,n_steps,n_ingredients,steps,ingredients,duration_label,verbs,n_verbs,vec_1,vec_2,vec_3,vec_4,vec_5,vec_6,vec_7,vec_8,vec_9,vec_10,vec_11,vec_12,vec_13,vec_14,vec_15,vec_16,vec_17,vec_18,vec_19,vec_20,vec_21,vec_22,vec_23,vec_24,vec_25,vec_26,vec_27,vec_28,vec_29,vec_30,vec_31,vec_32,vec_33,vec_34,vec_35,vec_36,vec_37,vec_38,vec_39,vec_40,vec_41,vec_42,vec_43,vec_44,vec_45,vec_46,vec_47,vec_48,vec_49,vec_50
turkey roll ups  oamc,9,3,"['prepare stuffing according to pkg', 'place a large tb of stuffing in middle of each turkey slice', 'roll up and place , seam side down , in a freezable dish or on aluminum foil', 'to freeze: fold foil around turkey roll-ups , label and freeze', 'to serve: preheat oven to 350 degrees', 'place turkey roll-ups on a 9x12 inch baking dish , side by side', 'pour gravy over roll-ups and cover with foil', 'bake for 30 minute or until heated through and bubbly', 'serve with mashed potatoes and cranberry sauce']","['deli turkey', 'chicken stove top stuffing mix', 'turkey gravy']",2.0,"['accord', 'bake', 'bake', 'cover', 'dish', 'dish', 'foil', 'foil', 'foil', 'fold', 'freeze', 'freeze', 'heat', 'label', 'middle', 'place', 'place', 'place', 'pour', 'preheat', 'prepare', 'roll', 'roll', 'roll', 'roll', 'sauce', 'seam', 'serve', 'serve', 'side', 'side', 'side', 'slice', 'stuff', 'stuff']",21,-0.2710559368133545,1.836147665977478,1.2076579332351682,-0.06378328800201416,-0.1557428389787674,-0.736660897731781,-0.17378351092338562,-0.368247002363205,1.3155940771102903,-0.34121742844581604,1.262531042098999,-0.17121078073978424,-0.2213141769170761,-0.1831361204385757,0.7915847301483154,1.3138322830200193,-0.3139139413833618,0.7226929664611816,0.8894983530044556,0.3488048911094665,-0.013327324762940407,0.6933685541152954,0.1459404081106186,0.1300579160451889,-1.4633320569992063,-0.12690439820289612,0.11828699707984924,-0.348989874124527,0.4763574302196502,-1.1926201581954956,1.580831527709961,-1.376386523246765,0.4126211106777191,-0.9671218395233154,-1.0577187538146973,-0.2603655755519867,0.8530576825141906,-0.045823685824871056,-0.31617149710655207,-0.822375237941742,0.6793362498283386,-0.5170688629150391,-0.16029490530490878,0.30932649970054626,-0.4725843667984009,1.3780014514923096,-0.35555699467659,-0.18063989281654363,0.5018901228904723,-0.09911742806434631
light double chocolate chip brownies,9,10,"['heat 1 cup chips , sugar , applesauce and margarine in a heavy saucepan over low heat', 'stir until smooth', 'remove from heat and cool slightly', 'stir in egg whites', 'combine flour , baking soda and salt and stir into chocolate mixture', 'stir in vanilla and remaining morsels and nuts', 'spread into greased 13 x 9 inch pan', 'bake at 375 degrees for 16- 20 minutes or until just set', 'cool in pan on a wire rack and cut into bars']","['semi-sweet chocolate chips', 'sugar', 'unsweetened applesauce', 'margarine', 'egg whites', 'flour', 'baking soda', 'salt', 'vanilla extract', 'nuts']",2.0,"['bake', 'bake', 'bar', 'combine', 'cool', 'cool', 'cup', 'cut', 'grease', 'heat', 'heat', 'heat', 'pan', 'pan', 'rack', 'remain', 'remove', 'set', 'smooth', 'spread', 'stir', 'stir', 'stir', 'stir', 'wire']",17,-0.8427974581718445,-0.5194197297096252,1.1112631559371948,-0.6417030692100525,0.07276011258363724,-0.41018569469451904,0.007456807419657708,-0.4731850624084473,0.6018396019935608,-0.19687615334987643,-0.09232091158628465,-0.13402353227138517,0.8149401545524596,1.0795758962631223,0.4790802896022796,0.9395370483398434,0.06326191127300262,0.05967362225055695,0.7294403314590454,1.3487541675567627,-1.041629672050476,0.4242606461048127,-0.511130154132843,-0.3200899362564087,-0.11222516000270845,-0.1937933713197708,-0.7089236974716187,-0.5534010529518129,-1.0495381355285645,1.089369535446167,0.5947108268737793,0.35593077540397644,-0.4280863106250762,0.34327834844589233,0.009807811118662354,1.1560252904891968,-0.3525205850601196,1.6818358898162842,-0.519221305847168,1.6437430381774902,-0.5251464247703552,-1.1839377880096436,-0.5374429821968079,1.023666501045227,0.5196139216423034,-0.22174975275993347,-0.5881637930870056,0.3925070464611053,0.467356026172638,0.10236337780952451
brandy velvet,3,6,"['stir together coffee granules and hot water', 'process coffee and next 3 ingredients in a blender until smooth', 'garnish with grated chocolate , if desired']","['instant coffee granules', 'hot water', 'coffee ice cream', 'brandy', 'chocolate syrup', 'chocolate']",1.0,"['desire', 'grate', 'process', 'smooth', 'stir']",5,0.32746899127960205,-0.5971352458000183,0.115916408598423,-0.5076643228530884,-0.21146894991397855,0.30751973390579224,0.08129134774208066,-0.4809916019439697,0.16304345428943634,-1.145641207695007,0.38105887174606323,-0.4200596213340759,0.08542254567146301,0.7093364596366881,-0.2500987946987152,1.0961408615112305,-0.7275593280792237,0.05725400149822235,0.17682497203350067,0.8576707243919373,-0.7895792126655578,0.1370156556367874,-0.6628548502922058,-0.6627150774002075,-0.3905406594276428,0.022910697385668755,0.2600674033164978,-0.5379301905632019,0.026193492114543918,0.42125546932220453,-0.07238882035017012,-0.4851782321929932,-0.22775568068027496,0.00014452036703005436,-0.005835642106831074,0.8238006830215455,-0.8511098027229309,0.6943753361701965,-0.3453518152236938,-0.24505303800106046,0.11609160155057907,-0.32871016860008245,-0.7836889028549194,-0.047428224235773093,0.15225662291049954,0.1981825679540634,0.331316202878952,0.7886473536491393,0.25207382440567017,0.4845782816410065
heavenly hash brown casserole,3,8,"['mix all casserole ingredients together in a large bowl , then pour into a greased 9x13 pan', 'if using the topping , mix the topping ingredients together in a medium bowl , then sprinkle it over the top of the casserole', 'bake at 350 degrees , uncovered , for 1 hour']","['frozen hash browns', 'butter', 'sharp cheddar cheese', 'cream of chicken soup', 'salt', 'garlic powder', 'sour cream', 'corn flakes']",2.0,"['bake', 'bowl', 'bowl', 'grease', 'mix', 'mix', 'pan', 'pour', 'sprinkle', 'top', 'top', 'top', 'uncover', 'use']",10,-0.8990193605422973,-0.2710021436214447,0.6278584599494935,1.237748622894287,0.4957394897937775,0.775562345981598,-0.3340637683868409,-0.4027727544307709,0.022974316030740738,0.289659321308136,0.14380639791488647,-0.19538381695747373,-0.1797831058502197,-0.24446979165077204,1.6160604953765867,0.438195675611496,0.4724748730659485,0.589117169380188,-0.022566307336091995,1.283608078956604,-0.5240821242332458,-1.1596398353576658,-0.38002365827560414,-0.09767653793096542,0.005468793213367461,0.7272082567214966,-0.9110522866249086,-0.5434649586677551,-0.3508518934249878,-0.5604782104492188,1.0958963632583618,-0.7403607964515686,0.14580509066581726,0.25100770592689514,-0.32344111800193787,0.16900841891765592,-0.6369041204452515,0.5394496321678162,-0.4985003769397736,-0.7621064186096191,-0.7610060572624207,0.09501442313194275,-0.7160114645957947,0.6442825198173522,-0.16620963811874387,-0.912034809589386,-1.238365888595581,-0.07562120258808136,0.16490541398525238,-0.4550361037254333
banana berry smoother,6,3,"['peel banana', 'wash and cut stems off strawberries', 'place all ingredients in blender', 'blend until smooth', 'pour into tall glasses', 'garnish with a whole strawberry , cut half through and place on edge of glass']","['chocolate milk', 'banana', 'strawberry']",1.0,"['blend', 'cut', 'cut', 'edge', 'glass', 'glass', 'place', 'place', 'pour', 'smooth', 'stem', 'wash']",9,-0.011337266303598879,1.0233300924301147,0.5025846362113953,-0.4928348064422608,-0.5327428579330444,0.027445988729596135,-0.6015218496322632,0.42552483081817627,0.39856716990470886,-0.8702712655067443,0.7748064398765565,-0.6124191284179688,-1.3153998851776125,-0.07167492806911469,-0.4937610924243927,2.2216784954071045,-0.5589179396629332,0.7828655838966369,0.3151837885379791,0.9253305196762086,-0.41918838024139404,0.5274048447608948,0.145326629281044,-0.8917961716651917,0.0034068734385073185,0.4816749095916748,0.10446414351463315,0.9206306934356688,-0.12974922358989718,0.23232725262641904,-0.1227508932352066,-0.28099778294563293,0.2750987112522125,0.4611495435237885,-0.32596713304519653,0.6610227823257446,-0.6102141737937928,0.05831807851791381,0.5157147645950317,-0.6188024282455444,1.077359318733215,-0.5979489088058472,-0.9025449156761168,0.2970442473888397,-0.5716189742088317,0.4627123177051544,-0.11058586835861206,0.5314487218856813,0.2501114904880524,-0.3940352201461792
herb and garlic pork chops,16,10,"['place the chops on a cutting board , using a small sharp knife , cut small slits into the sides of the chop', 'insert a garlic slice into each chop', 'place the chops in a large sealable bag', 'in a blender , combine the wine , oil , minced garlic and sugar', 'blend on high speed', 'add the fresh herbs , salt and pepper and continue to blend until smooth', 'pour this marinade over the chops and ensure that the chops are coated evenly', 'marinate in the refrigerator for 4 hours', 'once chops are almost done marinating , preheat barbecue to medium high 375f , for direct grilling', 'brush the grill with oil to prevent sticking', 'remove the chops from the marinade , drizzle with oil and season with salt and pepper', 'place the pork chops directly on the grill and cook for 4-5 minutes per side', 'half way through cooking give the chops a quarter turn to create a diamond char pattern', 'flip the chops and continue to cook for another 4-5 minutes or until desired doneness', 'remove from grill', 'allow to rest under foil for 15 minutes']","['pork loin chops with bone', 'garlic cloves', 'white wine', 'olive oil', 'white sugar', 'oregano leaves', 'fresh thyme leaves', 'fresh sage', 'fresh rosemary', 'salt and pepper']",1.0,"['add', 'allow', 'bag', 'blend', 'blend', 'board', 'brush', 'char', 'coat', 'combine', 'continue', 'continue', 'cook', 'cook', 'cook', 'create', 'cut', 'cut', 'desire', 'direct', 'drizzle', 'flip', 'foil', 'give', 'grill', 'grill', 'grill', 'grill', 'insert', 'knife', 'marinade', 'marinade', 'mince', 'pattern', 'place', 'place', 'place', 'pour', 'preheat', 'prevent', 'quarter', 'remove', 'remove', 'rest', 'season', 'side', 'side', 'slice', 'slit', 'smooth', 'speed', 'stick', 'turn', 'use']",41,0.5442656874656677,1.3583074808120728,2.7666573524475098,0.7658379673957824,-0.10975057631731032,0.2432172596454621,-0.9501735568046568,0.6255270838737487,-1.4445215463638301,-0.10086311399936675,0.7844080924987794,-0.23531804978847504,-2.0594573020935054,0.0906791090965271,-0.0617312230169773,2.1569640636444087,-3.0954027175903325,-1.5324678421020508,-1.5909790992736816,2.176206827163696,-2.2086915969848633,-0.25423422455787653,-1.2792603969573977,-0.4313242733478546,0.7265273332595826,0.10995760560035704,1.1675928831100464,0.417994499206543,-0.2644263505935669,-1.9018561840057373,-0.4339933395385742,-0.4743359386920928,-1.1131722927093504,0.2989716827869415,-1.410928964614868,-1.2970173358917236,-0.744433283805847,-1.1111592054367063,-0.21669138967990878,0.4801243543624877,1.5571264028549194,-0.04592371731996536,1.0721514225006104,-0.3823795020580292,-0.9157246947288512,1.1923885345458984,0.06334339082241056,-0.0904930904507637,-1.0468538999557495,2.6900877952575684
not just for breakfast smashbrowns,12,6,"['boil potatoes and garlic in salted water until almost done , about 10 minutes', 'drain and set aside', 'in a pan , saute the shallots in tablespoon of canola oil', 'season with salt and pepper', 'set aside', 'coarsely mash the potatoes and garlic', 'add the sauteed shallots', 'season with salt and pepper', 'heat remaining oil and butter on medium in a frying pan', 'add the potato mixture and fry until crispy and golden brown , about 5 minutes', 'using a large spatula , flip the potatoes over and continue cooking until golden brown , another 5 minutes', 'remove from heat and serve']","['yukon gold potatoes', 'garlic cloves', 'shallots', 'canola oil', 'butter', 'salt and pepper']",1.0,"['add', 'add', 'boil', 'brown', 'brown', 'continue', 'cook', 'drain', 'flip', 'fry', 'fry', 'heat', 'heat', 'pan', 'pan', 'remain', 'remove', 'saute', 'saute', 'season', 'season', 'serve', 'set', 'set', 'use', 'water']",18,-0.5690112709999084,-0.28513476252555847,0.19517990946769714,0.2264791876077652,-1.3195698261260984,-1.3424580097198489,-0.9838134050369262,-0.7116606831550598,-0.6528072953224182,-1.042272686958313,0.25692129135131836,0.34017267823219294,0.1836860775947571,-0.5223413705825805,0.7401863932609559,0.4231336116790771,-0.5908974409103394,0.28398531675338745,-0.37245008349418635,0.7598668932914733,-1.5295146703720093,-1.3433291912078855,0.757041096687317,1.0776339769363403,0.867388367652893,0.2424929440021515,-0.2058233767747879,0.10818584263324736,0.5260103940963745,0.6460543274879456,0.40749940276145935,-0.3728435337543488,-0.8336513638496399,0.23313286900520325,0.07133325189352037,0.2137770801782608,-0.9552433490753172,1.0799989700317383,1.2888467311859129,0.04290501028299332,1.13264262676239,0.1374792009592056,-0.5413571596145629,0.07622901350259778,0.3383294641971588,-0.3050841987133026,-0.42387902736663813,-1.4214680194854736,1.347100019454956,1.277191162109375
greek orzo salad with chickpeas   artichoke hearts,11,14,"['bring a small saucepan of water to a boil', 'cook orzo until just tender , about 9 minutes , or according to package directions', 'drain and rinse under cold water until cool', 'press to remove excess water', 'transfer to a medium bowl and toss with oil', 'mash garlic and salt into a paste with the back of a spoon in a medium bowl', 'whisk in lemon juice and pepper', 'add the cooked orzo , artichokes , chickpeas , feta , dill and mint', 'toss gently to combine', 'add tomatoes and toss again', 'divide spinach between 2 plates and top with the salad']","['orzo pasta', 'olive oil', 'garlic clove', 'salt', 'fresh lemon juice', 'fresh ground pepper', 'artichoke hearts', 'chickpeas', 'feta cheese', 'fresh dill', 'of fresh mint', 'tomatoes', 'baby spinach leaves', 'all purpose greek seasoning']",2.0,"['accord', 'add', 'add', 'back', 'boil', 'bowl', 'bowl', 'bring', 'combine', 'cook', 'cook', 'cool', 'divide', 'drain', 'paste', 'plat', 'press', 'remove', 'rinse', 'spoon', 'tender', 'top', 'toss', 'toss', 'toss', 'transfer', 'water', 'water', 'water', 'whisk']",23,-0.8045949935913087,0.833036184310913,-0.2181436121463776,-0.9626970291137696,-1.429556131362915,0.0601377673447132,-0.6819761395454408,-0.24591194093227384,0.29821285605430603,-1.0180732011795046,-0.7647544741630554,1.56622838973999,-0.07840777933597565,-0.18582233786582944,-0.6360781788825989,0.31430384516716003,1.3761783838272095,-0.9012932181358336,-0.8322806358337402,1.539862632751465,-1.692094802856445,-0.06715376675128937,1.6585376262664795,1.6569480895996094,0.0005065968725830317,0.5345041155815125,0.23262834548950195,-1.0835963487625122,0.532486379146576,0.7753090858459472,-0.08781953901052475,-0.5474109649658203,0.4679574370384216,0.43136319518089294,-0.2353234887123108,-0.5593347549438475,-1.801438808441162,0.957877516746521,1.1580483913421633,0.20507358014583588,0.8132997155189514,-0.26279884576797485,-0.3132523298263549,-1.386706233024597,0.03519031405448913,-1.381947040557861,-0.1115061417222023,-1.1149202585220337,0.20329371094703677,0.005250692833214998
ham and smoked sausage jambalaya,11,13,"['in a large dutch oven with a tight cover , brown the ham and sausage , then pour off some of the fat', ""be patient with the browning , it takes a while but it's worth it"", ""add the onion and cook until it's soft"", 'add the green pepper , parsley , celery , garlic , tomatoes , thyme , and bay leaves', 'season with salt and pepper', 'bring to a boil and cook / stir for about 5 minutes', 'add the rice and the water', 'cover and allow to simmer on low heat for 25 minutes', ""don't uncover the pot until the end of the cooking when you check for doneness"", ""you'll know it's done when the rice is tender and the liquid is absorbed"", 'fluff and serve']","['ham', 'smoked sausage', 'sweet onion', 'green pepper', 'fresh parsley', 'celery ribs', 'garlic cloves', 'tomatoes', 'dried thyme', 'bay leaves', 'salt and pepper', 'long-grain rice', 'water']",2.0,"['absorb', 'add', 'add', 'add', 'allow', 'boil', 'bring', 'brown', 'brown', 'check', 'cook', 'cook', 'cook', 'cover', 'cover', 'end', 'heat', 'know', 'leave', 'pot', 'pour', 'season', 'serve', 'simmer', 'stir', 'take', 'tender', 'uncover']",22,0.6683898568153381,-0.7318077683448792,1.0556353330612185,1.456007957458496,-0.910596966743469,-0.5721774697303772,0.7446618676185608,-0.8764762878417969,0.9748030304908752,-0.2582406699657441,0.1613839864730835,0.7569097280502318,-1.2549012899398804,-0.4950360059738159,2.2656099796295166,0.7828453779220581,0.15663753449916837,-0.44072255492210394,0.29894742369651794,0.8151927590370177,-1.2320268154144287,-0.3939401805400848,0.523096203804016,0.3912987112998962,0.2482361048460007,1.4141384363174438,-0.09311116486787795,-0.6752309203147889,1.079487919807434,-0.5870720148086548,-0.18398170173168185,-0.11773902922868727,0.18864971399307248,-0.7593183517456054,-0.35362246632575983,-0.11671214550733565,1.3260525465011597,1.3300354480743408,-0.36464172601699835,-2.045301675796509,-0.5602784752845764,1.9659191370010372,0.19777573645114896,0.2957230508327484,-0.29473316669464117,-0.7415338158607483,-0.8798414468765258,-0.0370415411889553,0.9022967219352722,-1.38746440410614
quick one bowl brownies,4,7,"['preheat oven to 325f in a bowl , using a blender , combine butter , oil , eggs , cocoa powder , coffee and sugar', 'stir in flour until completely blended', 'pour the batter into a greased 9 inch pan', 'bake for 30-35 minutes']","['butter', 'sunflower oil', 'unsweetened cocoa powder', 'instant coffee', 'eggs', 'brown sugar', 'all-purpose flour']",2.0,"['bake', 'blend', 'bowl', 'combine', 'grease', 'pan', 'pour', 'preheat', 'stir', 'use']",10,-0.39556840062141413,-0.4001434445381165,1.0322921276092527,-0.21648329496383664,-0.3142931759357452,-0.8753694295883176,-0.18147800862789154,-0.5487350225448608,-0.235661581158638,-0.4245402812957764,0.22482554614543918,-0.5123269557952881,-0.2899543344974518,0.5316787362098694,-0.4021335542201996,1.0368448495864868,0.4896462559700012,0.4111330807209015,-0.033650241792201996,0.7386007905006408,-1.0857210159301758,0.09343613684177397,-0.1613854616880417,0.1534816324710846,-0.3640313148498535,-0.8082821369171141,-0.013475858606398104,-1.0518832206726074,-0.27347701787948603,0.051915109157562256,-0.4662924706935882,0.2656519114971161,-0.19806501269340515,-0.8490558862686157,0.14209459722042084,-0.09076563268899916,-0.8098955154418945,0.8286391496658324,-0.37380334734916687,1.2014522552490234,-0.35112303495407104,-0.7088689208030701,-0.8931512236595155,-0.24527414143085474,-0.4723857343196868,0.13070540130138397,-0.2538221478462219,-0.3234137296676636,-0.198319673538208,1.5026780366897583
